homophily_1,homophily_2,sustainability,step
0.2,0.65,0.69,45.31
0.25,0.65,0.72,49.24
0.3,0.65,0.73,48.14
0.35,0.65,0.67,42.97
0.4,0.65,0.77,49.29
0.45,0.65,0.64,42.76
0.5,0.65,0.66,43.16
0.55,0.65,0.64,43.57
0.6,0.65,0.68,45.37
0.65,0.65,0.66,42.84
0.7,0.65,0.65,43.99
0.75,0.65,0.6,41.18
0.8,0.65,0.63,43.06
0.85,0.65,0.57,40.27
0.9,0.65,0.55,44.27
0.95,0.65,0.6,42.62
0.99,0.65,0.4,44.88
0.0,0.7,0.69,46.29
0.05,0.7,0.74,48.63
0.1,0.7,0.71,46.16
0.15,0.7,0.72,47.15
0.2,0.7,0.56,39.1
0.25,0.7,0.64,42.23
0.3,0.7,0.7,45.31
0.35,0.7,0.67,44.48
0.4,0.7,0.7,47.36
0.45,0.7,0.76,49.21
0.5,0.7,0.69,44.28
0.55,0.7,0.68,46.02
0.6,0.7,0.69,44.61
0.65,0.7,0.7,45.48
0.7,0.7,0.62,44.18
0.75,0.7,0.63,41.36
0.8,0.7,0.63,43.01
0.85,0.7,0.64,44.98
0.9,0.7,0.56,42.55
0.95,0.7,0.64,50.72
0.99,0.7,0.57,70.68
0.0,0.75,0.6,41.65
0.05,0.75,0.67,45.49
0.1,0.75,0.68,44.82
0.15,0.75,0.66,44.58
0.2,0.75,0.62,42.18
0.25,0.75,0.73,47.74
0.3,0.75,0.71,46.28
0.35,0.75,0.65,42.99
0.4,0.75,0.74,49.17
0.45,0.75,0.65,44.01
0.5,0.75,0.7,45.84
0.55,0.75,0.6,40.29
0.6,0.75,0.6,40.85
0.65,0.75,0.71,47.1
0.7,0.75,0.72,46.49
0.75,0.75,0.69,44.54
0.8,0.75,0.65,44.56
0.85,0.75,0.65,46.07
0.9,0.75,0.66,46.68
0.95,0.75,0.63,47.88
0.99,0.75,0.62,54.94
0.0,0.8,0.63,44.74
0.05,0.8,0.55,39.05
0.1,0.8,0.63,44.48
0.15,0.8,0.67,46.23
0.2,0.8,0.61,40.86
0.25,0.8,0.63,42.53
0.3,0.8,0.72,48.08
0.35,0.8,0.63,42.82
0.4,0.8,0.62,42.63
0.45,0.8,0.64,43.13
0.5,0.8,0.69,46.89
0.55,0.8,0.65,43.25
0.6,0.8,0.66,45.93
0.65,0.8,0.79,51.7
0.7,0.8,0.82,51.51
0.75,0.8,0.69,46.1
0.8,0.8,0.68,46.04
0.85,0.8,0.74,49.64
0.9,0.8,0.66,45.99
0.95,0.8,0.7,49.97
0.99,0.8,0.7,66.77
0.0,0.85,0.55,38.82
0.05,0.85,0.52,35.28
0.1,0.85,0.59,41.49
0.15,0.85,0.58,41.17
0.2,0.85,0.68,47.74
0.25,0.85,0.62,43.44
0.3,0.85,0.5,36.23
0.35,0.85,0.63,43.6
0.4,0.85,0.64,45.67
0.45,0.85,0.62,42.96
0.5,0.85,0.67,46.78
0.55,0.85,0.6,42.32
0.6,0.85,0.64,41.66
0.65,0.85,0.64,40.91
0.7,0.85,0.7,48.46
0.75,0.85,0.69,45.52
0.8,0.85,0.74,47.28
0.85,0.85,0.71,46.72
0.9,0.85,0.61,41.14
0.95,0.85,0.68,49.11
0.99,0.85,0.78,63.82
0.0,0.9,0.54,38.05
0.05,0.9,0.5,36.45
0.1,0.9,0.47,33.11
0.15,0.9,0.43,31.18
0.2,0.9,0.49,33.96
0.25,0.9,0.48,33.62
0.3,0.9,0.48,34.18
0.35,0.9,0.55,37.85
0.4,0.9,0.46,33.41
0.45,0.9,0.62,43.19
0.5,0.9,0.63,42.03
0.55,0.9,0.57,38.71
0.6,0.9,0.58,38.41
0.65,0.9,0.56,38.35
0.7,0.9,0.5,34.35
0.75,0.9,0.64,42.2
0.8,0.9,0.63,42.69
0.85,0.9,0.62,40.91
0.9,0.9,0.63,43.84
0.95,0.9,0.68,47.29
0.99,0.9,0.61,50.07
0.0,0.95,0.3,23.65
0.05,0.95,0.33,24.85
0.1,0.95,0.3,23.72
0.15,0.95,0.4,28.59
0.2,0.95,0.3,23.39
0.25,0.95,0.44,31.72
0.3,0.95,0.43,30.14
0.35,0.95,0.41,30.5
0.4,0.95,0.48,35.29
0.45,0.95,0.46,32.58
0.5,0.95,0.29,21.65
0.55,0.95,0.36,26.08
0.6,0.95,0.48,34.45
0.65,0.95,0.42,30.54
0.7,0.95,0.52,37.03
0.75,0.95,0.47,32.29
0.8,0.95,0.53,36.64
0.85,0.95,0.51,34.94
0.9,0.95,0.55,36.23
0.95,0.95,0.5,36.12
0.99,0.95,0.58,41.34
0.0,0.99,0.08,7.95
0.05,0.99,0.12,10.81
0.1,0.99,0.11,9.73
0.15,0.99,0.09,9.28
0.2,0.99,0.08,8.11
0.25,0.99,0.14,12.3
0.3,0.99,0.14,12.23
0.35,0.99,0.11,9.98
0.4,0.99,0.14,12.59
0.45,0.99,0.16,14.89
0.5,0.99,0.18,16.08
0.55,0.99,0.24,18.55
0.6,0.99,0.21,17.44
0.65,0.99,0.26,21.11
0.7,0.99,0.25,20.07
0.75,0.99,0.32,23.73
0.8,0.99,0.26,21.43
0.85,0.99,0.38,28.78
0.9,0.99,0.37,27.99
0.95,0.99,0.39,30.08
0.99,0.99,0.42,32.04
