homophily_1,homophily_2,sustainability,step
0.35,0.45,0.057,5.323
0.4,0.45,0.069,5.953
0.45,0.45,0.069,5.472
0.5,0.45,0.049,5.284
0.55,0.45,0.037,4.459
0.6,0.45,0.052,5.218
0.65,0.45,0.034,4.447
0.7,0.45,0.031,4.571
0.75,0.45,0.031,4.53
0.8,0.45,0.015,4.275
0.85,0.45,0.009,3.936
0.9,0.45,0.007,3.509
0.95,0.45,0.009,3.912
0.99,0.45,0.0,3.646
0.0,0.5,0.116,7.456
0.05,0.5,0.101,6.83
0.1,0.5,0.107,7.349
0.15,0.5,0.107,7.128
0.2,0.5,0.106,7.171
0.25,0.5,0.099,6.845
0.3,0.5,0.094,6.744
0.35,0.5,0.098,7.442
0.4,0.5,0.066,5.939
0.45,0.5,0.083,6.327
0.5,0.5,0.064,6.068
0.55,0.5,0.047,5.3
0.6,0.5,0.048,5.483
0.65,0.5,0.055,5.354
0.7,0.5,0.048,4.863
0.75,0.5,0.026,4.673
0.8,0.5,0.018,4.647
0.85,0.5,0.021,4.434
0.9,0.5,0.007,4.228
0.95,0.5,0.007,3.804
0.99,0.5,0.002,4.077
0.0,0.55,0.108,7.693
0.05,0.55,0.131,8.177
0.1,0.55,0.151,9.176
0.15,0.55,0.115,7.517
0.2,0.55,0.123,8.224
0.25,0.55,0.136,8.31
0.3,0.55,0.107,7.262
0.35,0.55,0.108,7.984
0.4,0.55,0.086,6.945
0.45,0.55,0.107,7.656
0.5,0.55,0.085,6.828
0.55,0.55,0.066,5.757
0.6,0.55,0.049,6.052
0.65,0.55,0.058,6.098
0.7,0.55,0.056,6.154
0.75,0.55,0.037,5.179
0.8,0.55,0.02,4.905
0.85,0.55,0.026,5.237
0.9,0.55,0.01,4.542
0.95,0.55,0.004,4.56
0.99,0.55,0.001,4.43
0.0,0.6,0.152,8.908
0.05,0.6,0.156,9.161
0.1,0.6,0.14,8.783
0.15,0.6,0.136,8.91
0.2,0.6,0.127,8.579
0.25,0.6,0.126,8.13
0.3,0.6,0.13,8.297
0.35,0.6,0.104,7.78
0.4,0.6,0.118,8.358
0.45,0.6,0.117,8.103
0.5,0.6,0.11,8.115
0.55,0.6,0.087,6.692
0.6,0.6,0.074,6.325
0.65,0.6,0.077,7.475
0.7,0.6,0.072,7.502
0.75,0.6,0.064,7.092
0.8,0.6,0.04,6.428
0.85,0.6,0.029,5.683
0.9,0.6,0.021,5.527
0.95,0.6,0.013,5.609
0.99,0.6,0.003,5.188
0.0,0.65,0.183,10.241
0.05,0.65,0.163,9.577
0.1,0.65,0.162,9.654
0.15,0.65,0.166,10.21
0.2,0.65,0.154,9.481
0.25,0.65,0.157,9.357
0.3,0.65,0.16,9.956
0.35,0.65,0.138,9.002
0.4,0.65,0.135,8.988
0.45,0.65,0.126,8.803
0.5,0.65,0.112,8.179
0.55,0.65,0.118,8.46
0.6,0.65,0.104,8.43
0.65,0.65,0.098,8.407
0.7,0.65,0.082,8.04
0.75,0.65,0.075,7.582
0.8,0.65,0.066,6.914
0.85,0.65,0.049,7.423
0.9,0.65,0.044,7.989
0.95,0.65,0.024,7.34
0.99,0.65,0.003,6.494
0.0,0.7,0.214,12.017
0.05,0.7,0.214,11.694
0.1,0.7,0.203,11.461
0.15,0.7,0.188,10.959
0.2,0.7,0.193,11.086
0.25,0.7,0.183,10.849
0.3,0.7,0.173,10.69
0.35,0.7,0.168,10.679
0.4,0.7,0.159,10.14
0.45,0.7,0.167,10.455
0.5,0.7,0.135,9.747
0.55,0.7,0.139,9.343
0.6,0.7,0.135,10.386
0.65,0.7,0.12,8.887
0.7,0.7,0.13,10.575
0.75,0.7,0.106,9.393
0.8,0.7,0.098,9.65
0.85,0.7,0.068,8.417
0.9,0.7,0.071,9.43
0.95,0.7,0.024,8.596
0.99,0.7,0.008,9.476
0.0,0.75,0.235,12.555
0.05,0.75,0.206,11.978
0.1,0.75,0.246,13.467
0.15,0.75,0.212,12.088
0.2,0.75,0.223,12.478
0.25,0.75,0.216,12.23
0.3,0.75,0.217,12.376
0.35,0.75,0.183,10.891
0.4,0.75,0.194,11.284
0.45,0.75,0.194,12.048
0.5,0.75,0.162,10.395
0.55,0.75,0.17,11.543
0.6,0.75,0.157,11.092
0.65,0.75,0.17,11.832
0.7,0.75,0.143,10.03
0.75,0.75,0.135,10.569
0.8,0.75,0.145,11.755
0.85,0.75,0.11,10.374
0.9,0.75,0.092,11.245
0.95,0.75,0.073,14.027
0.99,0.75,0.02,16.58
0.0,0.8,0.246,13.006
0.05,0.8,0.237,12.688
0.1,0.8,0.248,13.409
0.15,0.8,0.241,13.424
0.2,0.8,0.23,12.929
0.25,0.8,0.23,12.828
0.3,0.8,0.217,12.242
0.35,0.8,0.234,13.335
0.4,0.8,0.223,13.055
0.45,0.8,0.214,12.316
0.5,0.8,0.19,11.821
0.55,0.8,0.224,13.386
0.6,0.8,0.178,11.67
0.65,0.8,0.192,12.11
0.7,0.8,0.19,12.596
0.75,0.8,0.204,13.146
0.8,0.8,0.176,12.951
0.85,0.8,0.158,12.479
0.9,0.8,0.148,13.718
0.95,0.8,0.159,19.531
0.99,0.8,0.097,36.34
0.0,0.85,0.27,13.796
0.05,0.85,0.285,14.735
0.1,0.85,0.247,13.143
0.15,0.85,0.258,13.789
0.2,0.85,0.28,15.016
0.25,0.85,0.289,15.161
0.3,0.85,0.254,13.681
0.35,0.85,0.242,13.064
0.4,0.85,0.266,14.738
0.45,0.85,0.258,14.232
0.5,0.85,0.265,14.549
0.55,0.85,0.233,13.498
0.6,0.85,0.204,12.331
0.65,0.85,0.237,13.787
0.7,0.85,0.236,13.98
0.75,0.85,0.213,13.159
0.8,0.85,0.224,14.632
0.85,0.85,0.18,12.649
0.9,0.85,0.18,14.279
0.95,0.85,0.207,20.012
0.99,0.85,0.178,50.166
0.0,0.9,0.301,15.437
0.05,0.9,0.285,14.804
0.1,0.9,0.291,14.902
0.15,0.9,0.271,14.502
0.2,0.9,0.321,16.482
0.25,0.9,0.307,15.885
0.3,0.9,0.286,14.982
0.35,0.9,0.264,13.985
0.4,0.9,0.293,15.256
0.45,0.9,0.278,14.99
0.5,0.9,0.242,13.436
0.55,0.9,0.282,15.08
0.6,0.9,0.285,15.224
0.65,0.9,0.268,14.262
0.7,0.9,0.27,14.987
0.75,0.9,0.276,16.167
0.8,0.9,0.248,14.948
0.85,0.9,0.251,16.022
0.9,0.9,0.241,16.73
0.95,0.9,0.253,20.809
0.99,0.9,0.216,47.215
0.0,0.95,0.287,14.96
0.05,0.95,0.326,16.687
0.1,0.95,0.303,15.601
0.15,0.95,0.304,15.422
0.2,0.95,0.312,15.626
0.25,0.95,0.301,15.74
0.3,0.95,0.338,17.289
0.35,0.95,0.319,16.5
0.4,0.95,0.32,16.541
0.45,0.95,0.322,16.634
0.5,0.95,0.294,15.207
0.55,0.95,0.29,15.362
0.6,0.95,0.295,15.516
0.65,0.95,0.299,16.023
0.7,0.95,0.282,15.271
0.75,0.95,0.313,16.863
0.8,0.95,0.299,16.044
0.85,0.95,0.297,16.871
0.9,0.95,0.299,18.721
0.95,0.95,0.289,21.266
0.99,0.95,0.284,50.013
0.0,0.99,0.342,16.993
0.05,0.99,0.32,16.154
0.1,0.99,0.315,15.878
0.15,0.99,0.309,15.227
0.2,0.99,0.311,15.69
0.25,0.99,0.295,14.616
0.3,0.99,0.324,16.261
0.35,0.99,0.326,16.11
0.4,0.99,0.3,15.288
0.45,0.99,0.283,14.295
0.5,0.99,0.292,14.8
0.55,0.99,0.344,17.258
0.6,0.99,0.34,17.262
0.65,0.99,0.322,16.092
0.7,0.99,0.329,16.798
0.75,0.99,0.327,16.495
0.8,0.99,0.335,16.899
0.85,0.99,0.33,17.889
0.9,0.99,0.318,17.372
0.95,0.99,0.299,20.032
0.99,0.99,0.311,50.876
