homophily_1,homophily_2,sustainability,step
0.7,0.55,0.67,43.59
0.75,0.55,0.56,38.02
0.8,0.55,0.5,39.53
0.85,0.55,0.49,37.4
0.9,0.55,0.44,34.16
0.95,0.55,0.46,37.76
0.99,0.55,0.29,29.23
0.0,0.6,0.68,45.06
0.05,0.6,0.68,45.45
0.1,0.6,0.66,44.23
0.15,0.6,0.77,49.48
0.2,0.6,0.78,48.37
0.25,0.6,0.73,47.31
0.3,0.6,0.75,46.77
0.35,0.6,0.81,51.09
0.4,0.6,0.66,42.73
0.45,0.6,0.62,43.12
0.5,0.6,0.7,45.79
0.55,0.6,0.66,42.37
0.6,0.6,0.65,43.52
0.65,0.6,0.66,44.71
0.7,0.6,0.64,44.95
0.75,0.6,0.63,41.33
0.8,0.6,0.58,43.07
0.85,0.6,0.6,42.32
0.9,0.6,0.57,37.77
0.95,0.6,0.4,33.26
0.99,0.6,0.37,34.32
0.0,0.65,0.77,49.79
0.05,0.65,0.75,49.46
0.1,0.65,0.77,52.05
0.15,0.65,0.78,50.88
0.2,0.65,0.68,45.72
0.25,0.65,0.76,50.72
0.3,0.65,0.82,53.28
0.35,0.65,0.71,47.74
0.4,0.65,0.75,49.3
0.45,0.65,0.76,47.29
0.5,0.65,0.83,53.05
0.55,0.65,0.72,47.22
0.6,0.65,0.71,47.81
0.65,0.65,0.7,44.98
0.7,0.65,0.7,47.22
0.75,0.65,0.69,48.13
0.8,0.65,0.72,48.23
0.85,0.65,0.64,45.12
0.9,0.65,0.66,49.61
0.95,0.65,0.47,42.38
0.99,0.65,0.37,42.45
0.0,0.7,0.74,48.43
0.05,0.7,0.65,45.16
0.1,0.7,0.81,51.27
0.15,0.7,0.75,50.3
0.2,0.7,0.75,47.61
0.25,0.7,0.75,48.1
0.3,0.7,0.73,48.54
0.35,0.7,0.76,49.73
0.4,0.7,0.73,48.95
0.45,0.7,0.77,51.45
0.5,0.7,0.68,45.7
0.55,0.7,0.69,45.48
0.6,0.7,0.78,52.2
0.65,0.7,0.76,50.47
0.7,0.7,0.7,47.32
0.75,0.7,0.82,52.74
0.8,0.7,0.69,43.44
0.85,0.7,0.67,47.96
0.9,0.7,0.69,49.1
0.95,0.7,0.58,51.55
0.99,0.7,0.55,76.47
0.0,0.75,0.7,48.45
0.05,0.75,0.72,47.98
0.1,0.75,0.72,47.05
0.15,0.75,0.74,50.19
0.2,0.75,0.72,47.93
0.25,0.75,0.81,53.09
0.3,0.75,0.75,48.81
0.35,0.75,0.79,51.37
0.4,0.75,0.78,51.76
0.45,0.75,0.83,52.67
0.5,0.75,0.74,48.28
0.55,0.75,0.72,46.65
0.6,0.75,0.76,51.12
0.65,0.75,0.74,48.72
0.7,0.75,0.75,50.28
0.75,0.75,0.7,45.12
0.8,0.75,0.78,51.25
0.85,0.75,0.76,49.25
0.9,0.75,0.71,51.88
0.95,0.75,0.7,57.93
0.99,0.75,0.69,78.09
0.0,0.8,0.7,46.88
0.05,0.8,0.73,49.41
0.1,0.8,0.67,45.16
0.15,0.8,0.76,50.8
0.2,0.8,0.71,47.88
0.25,0.8,0.68,46.67
0.3,0.8,0.74,49.55
0.35,0.8,0.72,47.1
0.4,0.8,0.78,51.63
0.45,0.8,0.7,45.28
0.5,0.8,0.7,47.4
0.55,0.8,0.7,47.9
0.6,0.8,0.73,48.64
0.65,0.8,0.8,51.9
0.7,0.8,0.72,47.07
0.75,0.8,0.81,53.44
0.8,0.8,0.78,52.32
0.85,0.8,0.82,55.0
0.9,0.8,0.76,57.49
0.95,0.8,0.73,55.77
0.99,0.8,0.67,60.23
0.0,0.85,0.66,44.36
0.05,0.85,0.64,44.3
0.1,0.85,0.71,48.84
0.15,0.85,0.73,48.42
0.2,0.85,0.73,49.52
0.25,0.85,0.67,45.19
0.3,0.85,0.76,51.79
0.35,0.85,0.75,51.82
0.4,0.85,0.74,51.2
0.45,0.85,0.66,45.23
0.5,0.85,0.79,53.0
0.55,0.85,0.71,47.88
0.6,0.85,0.78,54.07
0.65,0.85,0.68,45.41
0.7,0.85,0.73,48.69
0.75,0.85,0.73,49.45
0.8,0.85,0.82,53.87
0.85,0.85,0.77,51.46
0.9,0.85,0.79,51.7
0.95,0.85,0.74,52.6
0.99,0.85,0.83,70.43
0.0,0.9,0.51,35.63
0.05,0.9,0.56,40.51
0.1,0.9,0.68,46.96
0.15,0.9,0.68,46.76
0.2,0.9,0.55,38.58
0.25,0.9,0.65,45.09
0.3,0.9,0.63,45.33
0.35,0.9,0.71,48.06
0.4,0.9,0.62,44.13
0.45,0.9,0.66,43.99
0.5,0.9,0.63,42.31
0.55,0.9,0.65,45.09
0.6,0.9,0.71,47.62
0.65,0.9,0.75,50.47
0.7,0.9,0.72,46.06
0.75,0.9,0.7,46.92
0.8,0.9,0.64,43.16
0.85,0.9,0.85,57.09
0.9,0.9,0.71,48.68
0.95,0.9,0.7,50.36
0.99,0.9,0.77,57.99
0.0,0.95,0.57,40.87
0.05,0.95,0.61,43.68
0.1,0.95,0.49,35.72
0.15,0.95,0.52,37.11
0.2,0.95,0.55,40.57
0.25,0.95,0.43,31.42
0.3,0.95,0.5,36.79
0.35,0.95,0.49,35.67
0.4,0.95,0.54,37.9
0.45,0.95,0.54,38.24
0.5,0.95,0.64,45.42
0.55,0.95,0.69,47.58
0.6,0.95,0.62,44.58
0.65,0.95,0.7,47.55
0.7,0.95,0.57,40.26
0.75,0.95,0.67,44.85
0.8,0.95,0.6,41.03
0.85,0.95,0.67,46.91
0.9,0.95,0.62,42.35
0.95,0.95,0.67,48.3
0.99,0.95,0.66,53.74
0.0,0.99,0.34,25.66
0.05,0.99,0.34,26.41
0.1,0.99,0.4,30.32
0.15,0.99,0.39,30.19
0.2,0.99,0.35,25.38
0.25,0.99,0.34,27.41
0.3,0.99,0.37,28.76
0.35,0.99,0.4,29.46
0.4,0.99,0.33,25.17
0.45,0.99,0.44,34.26
0.5,0.99,0.46,33.55
0.55,0.99,0.43,31.32
0.6,0.99,0.42,31.05
0.65,0.99,0.43,32.6
0.7,0.99,0.52,37.81
0.75,0.99,0.52,38.65
0.8,0.99,0.48,36.49
0.85,0.99,0.56,40.38
0.9,0.99,0.56,41.49
0.95,0.99,0.59,40.53
0.99,0.99,0.59,48.14
