hmin,hmaj,clustering,reciprocity
0,-0.2,0.09920706631158452,0.0182
0,-0.2,0.10001374622487333,0.0217
0,-0.2,0.10003821547468238,0.0201
0,-0.2,0.10018494192769839,0.0218
0,-0.2,0.10044868411196309,0.0196
0,-0.2,0.10093231130717274,0.0203
0,-0.2,0.1000623579128117,0.0188
0,-0.2,0.10082409344572715,0.0212
0,-0.2,0.10031962064232786,0.0221
0,-0.2,0.10027983113107258,0.0202
0,-0.2,0.10052664882365138,0.0196
0,-0.2,0.10089801820639258,0.021
0,-0.2,0.09986491935926814,0.0194
0,-0.2,0.09980922566086872,0.0215
0,-0.2,0.09973568735970516,0.0191
0,-0.2,0.09999827640008409,0.0195
0,-0.2,0.10019842910337938,0.0196
0,-0.2,0.10034019938736759,0.0201
0,-0.2,0.10026953518726084,0.0211
0,-0.2,0.10010531357644271,0.019
0,-0.2,0.10001786679200858,0.0218
0,-0.2,0.09973198720022637,0.0212
0,-0.2,0.09955437073808314,0.0199
0,-0.2,0.10065604984714939,0.0188
0,-0.2,0.09995704630257804,0.0218
0,-0.2,0.10002919033115491,0.0196
0,-0.2,0.09998058485269168,0.02
0,-0.2,0.10017515826310754,0.0199
0,-0.2,0.10069986835131367,0.0186
0,-0.2,0.1000781169492366,0.0207
0,-0.2,0.1007480379437647,0.0209
0,-0.2,0.10047573183054018,0.0203
0,-0.2,0.09989835923180813,0.0193
0,-0.2,0.09915372592520498,0.0194
0,-0.2,0.100049203264337,0.0203
0,-0.2,0.10082152890580687,0.0205
0,-0.2,0.09993031440375677,0.0179
0,-0.2,0.10005468848811132,0.0183
0,-0.2,0.0999775150510622,0.0211
0,-0.2,0.10028601709520854,0.0182
0,-0.3,0.11456095284337721,0.0217
0,-0.3,0.11379012744651999,0.0229
0,-0.3,0.11423353982199316,0.0212
0,-0.3,0.11455789442606137,0.0203
0,-0.3,0.11452871785377888,0.0204
0,-0.3,0.11459364716343312,0.0212
0,-0.3,0.11518319697555529,0.02
0,-0.3,0.11385283349737321,0.02
0,-0.3,0.11424509251811692,0.0203
0,-0.3,0.11556836291016603,0.0189
0,-0.3,0.11461248203570835,0.0187
0,-0.3,0.11438031237980371,0.0193
0,-0.3,0.11410010623693514,0.0212
0,-0.3,0.11507501201685189,0.0214
0,-0.3,0.11328648805859971,0.0207
0,-0.3,0.11539858587272714,0.023
0,-0.3,0.11467514618384608,0.0218
0,-0.3,0.11422380326703106,0.0198
0,-0.3,0.11470019281257292,0.021
0,-0.3,0.11475631063268454,0.0209
0,-0.3,0.11468225031893457,0.0193
0,-0.3,0.11486601434251537,0.0206
0,-0.3,0.11425725910998975,0.0216
0,-0.3,0.11467445286263457,0.0197
0,-0.3,0.11425410232273533,0.0209
0,-0.3,0.1141776913431629,0.0191
0,-0.3,0.11467687944844447,0.0195
0,-0.3,0.11490530339549065,0.0199
0,-0.3,0.11473235075880543,0.0196
0,-0.3,0.11479798342612757,0.0222
0,-0.3,0.11484681544911331,0.0211
0,-0.3,0.1147441222529752,0.0192
0,-0.3,0.11410815246167119,0.0212
0,-0.3,0.11410413902518429,0.0205
0,-0.3,0.11506487703631363,0.0206
0,-0.3,0.11452661207259496,0.021
0,-0.3,0.11427098339319809,0.0197
0,-0.3,0.1140855421225653,0.0198
0,-0.3,0.11489638115017434,0.0196
0,-0.3,0.11426650669190894,0.02
0,-0.3,0.11477238247273602,0.0231
0,-0.3,0.11497954385451095,0.0216
0,-0.3,0.11436528740137422,0.0192
0,-0.3,0.11422253856010794,0.0202
0,-0.3,0.11450344105648344,0.0193
0,-0.3,0.11431014106984105,0.0213
0,-0.3,0.11474932455738462,0.0204
0,-0.3,0.11437387740444711,0.0204
0,-0.3,0.11439980933835933,0.02
0,-0.3,0.11542069559011771,0.0195
0,-0.3,0.11481575552527094,0.0207
0,-0.3,0.11394725685687736,0.0199
0,-0.3,0.11545450403870586,0.0208
0,-0.3,0.11359942138639674,0.0199
0,-0.3,0.11482204731654479,0.0191
0,-0.3,0.11401799254114117,0.0194
0,-0.3,0.1146819214307225,0.0193
0,-0.3,0.11490174952535344,0.0197
0,-0.3,0.11422536954650946,0.0222
0,-0.3,0.11442798443591927,0.0196
0,-0.3,0.11444144489539024,0.0211
0,-0.3,0.11456240866635949,0.0214
0,-0.3,0.11472144654271457,0.0221
0,-0.3,0.11470364404514148,0.0227
0,-0.3,0.11478754312175607,0.0194
0,-0.3,0.11524202634397085,0.0212
0,-0.3,0.11493172958515196,0.0209
0,-0.3,0.11433905223167283,0.0214
0,-0.3,0.11472942093260972,0.0211
0,-0.3,0.11490157930717804,0.0215
0,-0.3,0.11467202546115324,0.0218
0,-0.3,0.11389958118283963,0.0216
0,-0.3,0.11483699175970605,0.023
0,-0.3,0.11445071171784672,0.0217
0,-0.3,0.11393647340434762,0.0199
0,-0.3,0.11496302234028566,0.0215
0,-0.3,0.11457265803441057,0.0212
0,-0.3,0.11382570478774914,0.0216
0,-0.3,0.11514150984816043,0.0188
0,-0.3,0.1145602687429977,0.0187
0,-0.3,0.11419863589082928,0.0218
0,-0.3,0.11520518867470068,0.0226
0,-0.3,0.11443802078414164,0.02
0,-0.3,0.11500044395669987,0.0235
0,-0.3,0.11442543811097593,0.0215
0,-0.3,0.11445650160186417,0.0195
0,-0.3,0.1148497924868632,0.0189
0,-0.3,0.1140645427167672,0.0205
0,-0.3,0.11434410995731008,0.0216
0,-0.3,0.11466361779652678,0.0188
0,-0.3,0.11459030774555377,0.0204
0,-0.4,0.12954508257514818,0.0221
0,-0.4,0.12963914248271385,0.0214
0,-0.4,0.12955744933347643,0.0215
0,-0.4,0.12919207464285462,0.0206
0,-0.4,0.1295740175742365,0.0205
0,-0.4,0.1292064884752669,0.0215
0,-0.4,0.12965783347302387,0.0233
0,-0.4,0.12918720254295493,0.0197
0,-0.4,0.1297611279601097,0.019
0,-0.4,0.129528948192443,0.0185
0,-0.4,0.12895528175973936,0.0183
0,-0.4,0.13012369901751333,0.021
0,-0.4,0.1301185427605448,0.0219
0,-0.4,0.12898120298172647,0.021
0,-0.4,0.12925384930599457,0.0209
0,-0.4,0.12881020744969762,0.0226
0,-0.4,0.12969147343186613,0.0208
0,-0.4,0.12910532069322614,0.0218
0,-0.4,0.1294471798347859,0.0234
0,-0.4,0.12879434222135844,0.0218
0,-0.4,0.1290884632716693,0.0195
0,-0.4,0.13000573867294657,0.0216
0,-0.4,0.12913298270693316,0.0204
0,-0.4,0.12904548447081285,0.0212
0,-0.4,0.12980617309964548,0.021
0,-0.4,0.12918571695395506,0.0222
0,-0.4,0.12983449987525586,0.0227
0,-0.4,0.1299307238236591,0.0218
0,-0.4,0.12948093390399215,0.0219
0,-0.4,0.1300087177491716,0.0217
0,-0.4,0.1289176044268173,0.0203
0,-0.4,0.12965712009608524,0.022
0,-0.4,0.12980059338185146,0.0201
0,-0.4,0.12930743016381185,0.0229
0,-0.4,0.12925564476050158,0.0191
0,-0.4,0.12937981323123354,0.0219
0,-0.4,0.12813213633250822,0.0192
0,-0.4,0.12997186952474984,0.0196
0,-0.4,0.12948843258488577,0.0208
0,-0.4,0.1292238252440141,0.0209
0,-0.4,0.1298505956995009,0.0197
0,-0.4,0.129350908155555,0.0234
0,-0.4,0.1291270700153424,0.0188
0,-0.4,0.1295785431442922,0.0212
0,-0.4,0.1298422351043463,0.0199
0,-0.4,0.13040460008819862,0.0192
0,-0.4,0.12962784119181553,0.023
0,-0.4,0.12976782011629726,0.0202
0,-0.4,0.12886399074741972,0.0196
0,-0.4,0.1293397601958339,0.0202
0,-0.4,0.12946852009911305,0.0201
0,-0.4,0.1295237370867343,0.0204
0,-0.4,0.12832957206050383,0.0204
0,-0.4,0.1293809896728031,0.0222
0,-0.4,0.12997097363941745,0.0214
0,-0.4,0.1300719514482615,0.0197
0,-0.4,0.1287166318771852,0.0229
0,-0.4,0.13043684208203954,0.0226
0,-0.4,0.12929681418296268,0.0202
0,-0.4,0.13008564664913455,0.0205
0,-0.4,0.1293760032223599,0.0205
0,-0.4,0.1290126788506979,0.0212
0,-0.4,0.1293492036498276,0.022
0,-0.4,0.12979888862310238,0.0202
0,-0.4,0.12900202527430754,0.0226
0,-0.4,0.12920559947761256,0.0196
0,-0.4,0.12952926089199615,0.0199
0,-0.4,0.12971892283215766,0.0194
0,-0.4,0.12928513618107926,0.023
0,-0.4,0.12968211483290712,0.0195
0,-0.4,0.1281478523737111,0.0201
0,-0.4,0.12989681991656074,0.0212
0,-0.4,0.12919541139460636,0.0231
0,-0.4,0.1284790156638461,0.0209
0,-0.4,0.12963556329313844,0.0242
0,-0.4,0.12855579443363255,0.0209
0,-0.4,0.129190286196244,0.022
0,-0.4,0.1292405864273315,0.0208
0,-0.4,0.13040416426514437,0.0195
0,-0.4,0.1297530898158372,0.0235
0,-0.4,0.13029139556744868,0.0202
0,-0.4,0.12888677513385063,0.0217
0,-0.4,0.12963048281569015,0.0234
0,-0.4,0.12919061276473376,0.0213
0,-0.4,0.1298335059371893,0.0239
0,-0.4,0.12882783386232538,0.0231
0,-0.4,0.12904532058791007,0.0208
0,-0.4,0.12897620982057337,0.0194
0,-0.4,0.12941740599667187,0.02
0,-0.4,0.1294409134914394,0.0208
0,-0.4,0.12909467868035437,0.0213
0,-0.5,0.14395858687932073,0.0212
0,-0.5,0.143651830430657,0.0226
0,-0.5,0.14387221937315547,0.0226
0,-0.5,0.14414849970398744,0.0213
0,-0.5,0.14554226722596297,0.0228
0,-0.5,0.14409049109722896,0.0216
0,-0.5,0.14440768412848884,0.0217
0,-0.5,0.1441768428062283,0.0221
0,-0.5,0.1446319874093014,0.0198
0,-0.5,0.1447288683507901,0.0217
0,-0.5,0.14523561746792243,0.0222
0,-0.5,0.14539417555665826,0.022
0,-0.5,0.14488070652646048,0.023
0,-0.5,0.14386618115148345,0.0219
0,-0.5,0.14329147078372917,0.0213
0,-0.5,0.1444909586527036,0.0215
0,-0.5,0.14373922239148593,0.0208
0,-0.5,0.1441015469716964,0.0239
0,-0.5,0.14534679578883353,0.0213
0,-0.5,0.14482642768372667,0.021
0,-0.5,0.14453873297508107,0.0235
0,-0.5,0.14458258812240127,0.0203
0,-0.5,0.1452779698454536,0.02
0,-0.5,0.1450727370064338,0.0215
0,-0.5,0.1443977764327998,0.0209
0,-0.5,0.14466786307451096,0.0201
0,-0.5,0.1438538425044072,0.0191
0,-0.5,0.14429971607894582,0.0205
0,-0.5,0.14404114170876806,0.0216
0,-0.5,0.14397229923915686,0.02
0,-0.5,0.14486740550937172,0.0218
0,-0.5,0.14471189402113585,0.0214
0,-0.5,0.1445815402690207,0.0213
0,-0.5,0.14396649750653795,0.0227
0,-0.5,0.1448491612738768,0.0244
0,-0.5,0.1445907411599435,0.0222
0,-0.5,0.14452346702990504,0.0236
0,-0.5,0.1439119783238907,0.0217
0,-0.5,0.14503323659354767,0.0222
0,-0.5,0.1448850440337015,0.0192
0,-0.5,0.1443593506806256,0.0209
0,-0.5,0.14416459659074157,0.0192
0,-0.5,0.1443738178983219,0.0216
0,-0.5,0.14488221598487563,0.0196
0,-0.5,0.14401117256715362,0.0209
0,-0.5,0.1441928565286121,0.0195
0,-0.5,0.1442524703845436,0.0217
0,-0.5,0.14388724677370296,0.0228
0,-0.5,0.14527697903728395,0.024
0,-0.5,0.14442951367436951,0.0215
0,-0.5,0.14430828312692404,0.0204
0,-0.5,0.14368424295053828,0.0193
0,-0.5,0.14456262996097938,0.0217
0,-0.5,0.1447064201794026,0.0199
0,-0.5,0.14471044923859694,0.022
0,-0.5,0.14370269737173846,0.0217
0,-0.5,0.14493564733529427,0.0207
0,-0.5,0.14485711268739548,0.0238
0,-0.5,0.1444568228120343,0.0199
0,-0.5,0.14459441966250386,0.0221
0,-0.5,0.1443090814751924,0.0219
0,-0.5,0.14517110939148473,0.0214
0,-0.5,0.14465447541138804,0.0213
0,-0.5,0.14383114608537542,0.0218
0,-0.5,0.14476386194264407,0.0216
0,-0.5,0.1444369730345887,0.0218
0,-0.5,0.14437501813054363,0.0226
0,-0.5,0.14488784672159577,0.0221
0,-0.5,0.14478787751007255,0.0212
0,-0.5,0.14389699606516887,0.0218
0,-0.5,0.14468558775558998,0.0204
0,-0.5,0.14528861929866102,0.02
0,-0.5,0.14422468151316367,0.0221
0,-0.5,0.14431914333251214,0.0205
0,-0.5,0.14416383990738751,0.0221
0,-0.5,0.14568877137710778,0.0214
0,-0.5,0.14428778482959426,0.0196
0,-0.5,0.14455408111853754,0.023
0,-0.5,0.1442487396587791,0.0205
0,-0.5,0.14414353032965813,0.0222
0,-0.5,0.143771899299256,0.0239
0,-0.5,0.14439170048741318,0.0248
0,-0.5,0.14440214561182588,0.0194
0,-0.5,0.1441987425972712,0.0196
0,-0.5,0.14476028833515203,0.0196
0,-0.5,0.14468614888816309,0.0219
0,-0.5,0.1440459742763662,0.0218
0,-0.5,0.14399444428215993,0.0214
0,-0.5,0.1447629107505381,0.0222
0,-0.5,0.14374290614514326,0.0211
0,-0.5,0.1444743304255164,0.0217
0,-0.6,0.15911683004574326,0.0225
0,-0.6,0.15954499213228132,0.0221
0,-0.6,0.1592708789067447,0.0205
0,-0.6,0.15810811131592672,0.0223
0,-0.6,0.15867591488726443,0.0217
0,-0.6,0.15909327744804086,0.0244
0,-0.6,0.15834015820568959,0.0221
0,-0.6,0.1589773547166294,0.023
0,-0.6,0.15916016026716723,0.0228
0,-0.6,0.15815504291247254,0.0201
0,-0.6,0.15884434362687871,0.0229
0,-0.6,0.1600718558362415,0.0233
0,-0.6,0.15919494678847854,0.0195
0,-0.6,0.16009214046879955,0.0225
0,-0.6,0.15909965471118423,0.0208
0,-0.6,0.15982327649740155,0.024
0,-0.6,0.16004406287148898,0.021
0,-0.6,0.15933291665135216,0.0225
0,-0.6,0.159332649312055,0.0237
0,-0.6,0.15860691513756148,0.0212
0,-0.6,0.1598354537824953,0.021
0,-0.6,0.15891990861793476,0.0208
0,-0.6,0.1591621188939929,0.0229
0,-0.6,0.15895837414631098,0.0226
0,-0.6,0.15934714627578553,0.0204
0,-0.6,0.15993582863522118,0.0231
0,-0.6,0.1589592183150353,0.0231
0,-0.6,0.1597850825061399,0.0229
0,-0.6,0.15930702555191115,0.0216
0,-0.6,0.1603368402739608,0.0214
0,-0.6,0.1590544928923496,0.0192
0,-0.6,0.15872471885447617,0.0227
0,-0.6,0.1586973116107582,0.0202
0,-0.6,0.15954837642979608,0.0221
0,-0.6,0.15910126012136055,0.0217
0,-0.6,0.15876650540674062,0.0202
0,-0.6,0.1588471825311847,0.0212
0,-0.6,0.16015294444916034,0.0204
0,-0.6,0.1596254584995815,0.0202
0,-0.6,0.15805999243292596,0.0193
0,-0.6,0.1591373850358928,0.0231
0,-0.6,0.15986062865089656,0.0214
0,-0.6,0.15992093439593505,0.0222
0,-0.6,0.15876271414981985,0.0236
0,-0.6,0.1589732784312148,0.0222
0,-0.6,0.1583249182480313,0.0219
0,-0.6,0.16036994965629484,0.0231
0,-0.6,0.15864927682681168,0.0214
0,-0.6,0.15782474408330183,0.0209
0,-0.6,0.1598527470768568,0.0208
0,-0.6,0.16005607161867363,0.022
0,-0.6,0.15982040362656647,0.0196
0,-0.6,0.15878127491737382,0.0205
0,-0.6,0.15982569786495313,0.0216
0,-0.6,0.15936866057817464,0.0221
0,-0.6,0.15928135630005538,0.0206
0,-0.6,0.15952787014441458,0.0208
0,-0.6,0.15999517619606174,0.0213
0,-0.6,0.1584806630558913,0.0216
0,-0.6,0.1597601987275747,0.0226
0,-0.6,0.15841287376460036,0.0216
0,-0.6,0.15942687242911127,0.0221
0,-0.6,0.15885273640645864,0.0224
0,-0.6,0.15844399543466908,0.0221
0,-0.6,0.1596963184159138,0.0219
0,-0.6,0.15942031866284867,0.0223
0,-0.6,0.15855050777717672,0.0227
0,-0.6,0.15804657834066266,0.0225
0,-0.6,0.15945917483503957,0.0215
0,-0.6,0.15881458159554204,0.0203
0,-0.6,0.15836011852049936,0.0221
0,-0.6,0.15934908806458536,0.0208
0,-0.6,0.1597659514635293,0.0213
0,-0.6,0.15875171085264642,0.0218
0,-0.6,0.15946604614793158,0.0213
0,-0.6,0.1599404659588,0.0232
0,-0.6,0.15912051916880446,0.0233
0,-0.6,0.158842440664597,0.0236
0,-0.6,0.15932468481813902,0.0238
0,-0.6,0.15860755097254745,0.0222
0,-0.6,0.16026094010691175,0.0217
0,-0.6,0.1588103777997143,0.0239
0,-0.6,0.15964158078075188,0.0224
0,-0.6,0.15940417060538425,0.0221
0,-0.6,0.16003731994637793,0.0236
0,-0.6,0.1593390521335743,0.0224
0,-0.6,0.1575291998669503,0.0243
0,-0.6,0.15888653306859254,0.0226
0,-0.6,0.15943766619788094,0.0206
0,-0.6,0.15887638163887063,0.0234
0,-0.6,0.15919294074576354,0.0241
0,-0.7,0.17389745833307296,0.0223
0,-0.7,0.1723725585304999,0.0232
0,-0.7,0.17165566159425044,0.0224
0,-0.7,0.17297428787094885,0.0224
0,-0.7,0.1716529320986395,0.0231
0,-0.7,0.17286731559948373,0.0215
0,-0.7,0.17162307680455607,0.0202
0,-0.7,0.17241970160603026,0.0226
0,-0.7,0.1726040504973014,0.0212
0,-0.7,0.17267412831672324,0.0243
0,-0.7,0.17175141809992728,0.0207
0,-0.7,0.1722492200629493,0.0235
0,-0.7,0.17310778727983747,0.0232
0,-0.7,0.1726596615717527,0.0218
0,-0.7,0.17308102447593193,0.0229
0,-0.7,0.17250123534294573,0.0264
0,-0.7,0.17293847961398118,0.0208
0,-0.7,0.17239827738575245,0.0236
0,-0.7,0.17131316068186112,0.0241
0,-0.7,0.1723985489291504,0.0238
0,-0.7,0.17229744005217146,0.0227
0,-0.7,0.17292630784005883,0.0225
0,-0.7,0.17259558491079008,0.0234
0,-0.7,0.17231429277237317,0.0221
0,-0.7,0.172546482476493,0.024
0,-0.7,0.17288069755858196,0.0231
0,-0.7,0.17220959241889597,0.0238
0,-0.7,0.17197689185653214,0.0221
0,-0.7,0.1732147172206505,0.0216
0,-0.7,0.17274258728236339,0.0228
0,-0.7,0.17302310396974732,0.0245
0,-0.7,0.17211566863856867,0.0234
0,-0.7,0.17315929503160904,0.0236
0,-0.7,0.1719535565957369,0.0213
0,-0.7,0.17149611711481827,0.0217
0,-0.7,0.1725171973708403,0.0219
0,-0.7,0.1726404113516612,0.0221
0,-0.7,0.1729016265198378,0.0234
0,-0.7,0.1730938025642391,0.0221
0,-0.7,0.17140871817647754,0.0218
0,-0.7,0.1723604896689875,0.0229
0,-0.7,0.1721486713697707,0.0237
0,-0.7,0.17278427905627033,0.0206
0,-0.7,0.17215166949839136,0.0248
0,-0.7,0.1728557002891002,0.025
0,-0.7,0.17312211344759718,0.0239
0,-0.7,0.17164531702968086,0.0238
0,-0.7,0.17213393025492152,0.0202
0,-0.7,0.17252104082408012,0.0221
0,-0.7,0.1724739398438749,0.0232
0,-0.7,0.1721789410480825,0.0226
0,-0.7,0.17301350241474792,0.0242
0,-0.7,0.1728648244148886,0.0234
0,-0.7,0.17226571932277276,0.0216
0,-0.7,0.17265919247250128,0.0228
0,-0.7,0.1721109425530199,0.0241
0,-0.7,0.17347005738446805,0.0187
0,-0.7,0.17316966784287158,0.0245
0,-0.7,0.17222385386457206,0.0225
0,-0.7,0.17245573979163217,0.0211
0,-0.7,0.17282470345362128,0.0243
0,-0.7,0.17242916646426884,0.0238
0,-0.7,0.1728964317838769,0.0226
0,-0.7,0.17266159584281895,0.0224
0,-0.7,0.17118490624932833,0.0229
0,-0.7,0.17244820421074525,0.0245
0,-0.7,0.1732678201115126,0.0221
0,-0.7,0.17240799452419622,0.0215
0,-0.7,0.17229138464143615,0.0219
0,-0.7,0.17216206448173327,0.0246
0,-0.7,0.17317539234030646,0.0232
0,-0.7,0.17286460331229628,0.0203
0,-0.7,0.1722812621953014,0.0249
0,-0.7,0.17230524379044704,0.0197
0,-0.7,0.1728378883897084,0.0218
0,-0.7,0.17315794868094345,0.022
0,-0.7,0.17310671759603857,0.0223
0,-0.7,0.1725950639108549,0.0215
0,-0.7,0.1721898442080285,0.0225
0,-0.7,0.17219379719742345,0.021
0,-0.7,0.1731096954934739,0.0233
0,-0.7,0.1717397816817555,0.0233
0,-0.7,0.1721195902829472,0.0228
0,-0.7,0.17175763758980442,0.0215
0,-0.7,0.172658902620504,0.0232
0,-0.7,0.17324376632345986,0.0229
0,-0.7,0.17241960045990246,0.0227
0,-0.7,0.17265631775357462,0.0245
0,-0.7,0.17223500298165184,0.025
0,-0.7,0.1729799119858325,0.0224
0,-0.7,0.1722296355166714,0.0241
0,-0.8,0.1850199436308074,0.023
0,-0.8,0.18351667561892043,0.024
0,-0.8,0.1841145693095611,0.023
0,-0.8,0.18448861758552448,0.0222
0,-0.8,0.18454680042354038,0.0205
0,-0.8,0.18442669808716958,0.0247
0,-0.8,0.18433608175193342,0.0245
0,-0.8,0.18327497640705193,0.0217
0,-0.8,0.1845598398711212,0.0229
0,-0.8,0.18370101376073825,0.0234
0,-0.8,0.18327471712542343,0.0242
0,-0.8,0.18375353463525837,0.0256
0,-0.8,0.18438564941871574,0.0222
0,-0.8,0.1835818920376523,0.0257
0,-0.8,0.18424144292535727,0.0245
0,-0.8,0.1836265309824062,0.0249
0,-0.8,0.18426789071928826,0.0229
0,-0.8,0.18320926168940502,0.0222
0,-0.8,0.18456331030654197,0.0233
0,-0.8,0.1839665583835282,0.0256
0,-0.8,0.18368022747543322,0.0236
0,-0.8,0.1842746895110468,0.0229
0,-0.8,0.1838730429453523,0.0248
0,-0.8,0.1843016753596694,0.0229
0,-0.8,0.183416445092659,0.023
0,-0.8,0.18465288971794463,0.0223
0,-0.8,0.18415070177490667,0.0238
0,-0.8,0.18348680176042084,0.0223
0,-0.8,0.18394897045769443,0.0241
0,-0.8,0.18277901152652495,0.0219
