step,frac_a,frac_a_min,frac_a_max,ensemble
0,0.001,0.02,0.0,1
1,0.003,0.06,0.0,1
2,0.003,0.04,0.0010526315789473684,1
3,0.002,0.02,0.0010526315789473684,1
4,0.003,0.0,0.003157894736842105,1
5,0.004,0.0,0.004210526315789474,1
6,0.007,0.0,0.007368421052631579,1
7,0.004,0.0,0.004210526315789474,1
8,0.001,0.0,0.0010526315789473684,1
9,0.004,0.0,0.004210526315789474,1
10,0.005,0.0,0.005263157894736842,1
11,0.009,0.0,0.009473684210526316,1
12,0.011,0.0,0.011578947368421053,1
13,0.012,0.0,0.01263157894736842,1
14,0.015,0.0,0.015789473684210527,1
15,0.016,0.0,0.016842105263157894,1
16,0.022,0.0,0.023157894736842106,1
17,0.037,0.0,0.03894736842105263,1
18,0.042,0.0,0.04421052631578947,1
19,0.053,0.0,0.05578947368421053,1
20,0.078,0.0,0.08210526315789474,1
21,0.09,0.0,0.09473684210526316,1
22,0.107,0.0,0.11263157894736842,1
23,0.098,0.0,0.1031578947368421,1
24,0.105,0.0,0.11052631578947368,1
25,0.126,0.0,0.13263157894736843,1
26,0.131,0.0,0.13789473684210526,1
27,0.141,0.0,0.14842105263157895,1
28,0.18,0.0,0.18947368421052632,1
29,0.21,0.0,0.22105263157894736,1
30,0.242,0.02,0.2536842105263158,1
31,0.261,0.02,0.2736842105263158,1
32,0.292,0.0,0.30736842105263157,1
33,0.323,0.0,0.34,1
34,0.372,0.0,0.391578947368421,1
35,0.423,0.0,0.44526315789473686,1
36,0.467,0.0,0.49157894736842106,1
37,0.497,0.0,0.5231578947368422,1
38,0.526,0.0,0.5536842105263158,1
39,0.565,0.0,0.5947368421052631,1
40,0.601,0.0,0.6326315789473684,1
41,0.645,0.0,0.6789473684210526,1
42,0.683,0.0,0.7189473684210527,1
43,0.702,0.0,0.7389473684210527,1
44,0.73,0.0,0.7684210526315789,1
45,0.76,0.0,0.8,1
46,0.776,0.0,0.8168421052631579,1
47,0.795,0.0,0.8368421052631579,1
48,0.807,0.0,0.8494736842105263,1
49,0.817,0.0,0.86,1
50,0.823,0.0,0.8663157894736843,1
51,0.842,0.0,0.8863157894736842,1
52,0.843,0.0,0.8873684210526316,1
53,0.866,0.0,0.911578947368421,1
54,0.875,0.0,0.9210526315789473,1
55,0.89,0.0,0.9368421052631579,1
56,0.906,0.02,0.9526315789473684,1
57,0.919,0.06,0.9642105263157895,1
58,0.93,0.08,0.9747368421052631,1
59,0.931,0.1,0.9747368421052631,1
60,0.933,0.12,0.9757894736842105,1
61,0.935,0.18,0.9747368421052631,1
62,0.935,0.18,0.9747368421052631,1
63,0.931,0.22,0.968421052631579,1
64,0.933,0.18,0.9726315789473684,1
65,0.921,0.2,0.9589473684210527,1
66,0.933,0.32,0.9652631578947368,1
67,0.941,0.42,0.968421052631579,1
68,0.946,0.52,0.968421052631579,1
69,0.947,0.56,0.9673684210526315,1
70,0.953,0.66,0.968421052631579,1
71,0.952,0.62,0.9694736842105263,1
72,0.958,0.72,0.9705263157894737,1
73,0.961,0.78,0.9705263157894737,1
74,0.972,0.88,0.9768421052631578,1
75,0.973,0.8,0.9821052631578947,1
76,0.976,0.82,0.9842105263157894,1
77,0.98,0.84,0.9873684210526316,1
78,0.985,0.86,0.991578947368421,1
79,0.982,0.82,0.9905263157894737,1
80,0.982,0.82,0.9905263157894737,1
81,0.986,0.84,0.9936842105263158,1
82,0.993,0.94,0.9957894736842106,1
83,0.996,0.98,0.9968421052631579,1
