step,frac_a,frac_a_min,frac_a_max,ensemble
0,0.002,0.02,0.0010526315789473684,1
1,0.0,0.0,0.0,1
0,0.002,0.02,0.0010526315789473684,2
1,0.001,0.02,0.0,2
2,0.001,0.02,0.0,2
3,0.001,0.02,0.0,2
4,0.0,0.0,0.0,2
0,0.002,0.02,0.0010526315789473684,3
1,0.0,0.0,0.0,3
0,0.002,0.02,0.0010526315789473684,4
1,0.001,0.0,0.0010526315789473684,4
2,0.002,0.0,0.002105263157894737,4
3,0.001,0.0,0.0010526315789473684,4
4,0.002,0.0,0.002105263157894737,4
5,0.005,0.0,0.005263157894736842,4
6,0.007,0.0,0.007368421052631579,4
7,0.007,0.0,0.007368421052631579,4
8,0.008,0.0,0.008421052631578947,4
9,0.006,0.0,0.00631578947368421,4
10,0.009,0.02,0.008421052631578947,4
11,0.009,0.02,0.008421052631578947,4
12,0.012,0.0,0.01263157894736842,4
13,0.017,0.0,0.017894736842105262,4
14,0.013,0.0,0.01368421052631579,4
15,0.019,0.0,0.02,4
16,0.015,0.0,0.015789473684210527,4
17,0.016,0.0,0.016842105263157894,4
18,0.012,0.0,0.01263157894736842,4
19,0.01,0.0,0.010526315789473684,4
20,0.01,0.0,0.010526315789473684,4
21,0.011,0.0,0.011578947368421053,4
22,0.018,0.0,0.018947368421052633,4
23,0.031,0.0,0.03263157894736842,4
24,0.045,0.06,0.04421052631578947,4
25,0.048,0.08,0.04631578947368421,4
26,0.055,0.06,0.05473684210526316,4
27,0.068,0.12,0.06526315789473684,4
28,0.072,0.08,0.07157894736842105,4
29,0.092,0.12,0.09052631578947369,4
30,0.113,0.12,0.11263157894736842,4
31,0.168,0.12,0.1705263157894737,4
32,0.201,0.18,0.20210526315789473,4
33,0.228,0.3,0.22421052631578947,4
34,0.231,0.28,0.22842105263157894,4
35,0.273,0.36,0.26842105263157895,4
36,0.326,0.34,0.32526315789473687,4
37,0.384,0.48,0.37894736842105264,4
38,0.454,0.42,0.4557894736842105,4
39,0.479,0.32,0.48736842105263156,4
40,0.55,0.5,0.5526315789473685,4
41,0.604,0.66,0.6010526315789474,4
42,0.61,0.68,0.6063157894736843,4
43,0.625,0.58,0.6273684210526316,4
44,0.677,0.62,0.68,4
45,0.739,0.64,0.7442105263157894,4
46,0.756,0.78,0.7547368421052632,4
47,0.824,0.76,0.8273684210526315,4
48,0.852,0.86,0.8515789473684211,4
49,0.849,0.86,0.848421052631579,4
50,0.864,0.84,0.8652631578947368,4
51,0.875,0.92,0.8726315789473684,4
52,0.906,0.94,0.9042105263157895,4
53,0.913,0.9,0.9136842105263158,4
54,0.923,0.94,0.9221052631578948,4
55,0.933,0.92,0.9336842105263158,4
56,0.943,0.92,0.9442105263157895,4
57,0.941,0.98,0.9389473684210526,4
58,0.953,1.0,0.9505263157894737,4
59,0.954,0.96,0.9536842105263158,4
60,0.954,0.96,0.9536842105263158,4
61,0.958,0.98,0.9568421052631579,4
62,0.961,0.98,0.96,4
63,0.967,0.96,0.9673684210526315,4
64,0.967,0.98,0.9663157894736842,4
65,0.983,0.98,0.9831578947368421,4
66,0.99,1.0,0.9894736842105263,4
67,0.991,0.96,0.9926315789473684,4
68,0.995,0.98,0.9957894736842106,4
69,0.994,1.0,0.9936842105263158,4
70,0.997,1.0,0.9968421052631579,4
71,0.997,1.0,0.9968421052631579,4
72,0.997,1.0,0.9968421052631579,4
73,0.998,1.0,0.9978947368421053,4
74,1.0,1.0,1.0,4
0,0.002,0.02,0.0010526315789473684,5
1,0.001,0.0,0.0010526315789473684,5
2,0.001,0.0,0.0010526315789473684,5
3,0.001,0.0,0.0010526315789473684,5
4,0.0,0.0,0.0,5
0,0.002,0.02,0.0010526315789473684,6
1,0.002,0.0,0.002105263157894737,6
2,0.003,0.0,0.003157894736842105,6
3,0.002,0.0,0.002105263157894737,6
4,0.002,0.0,0.002105263157894737,6
5,0.0,0.0,0.0,6
0,0.002,0.02,0.0010526315789473684,7
1,0.002,0.04,0.0,7
2,0.0,0.0,0.0,7
0,0.002,0.02,0.0010526315789473684,8
1,0.002,0.0,0.002105263157894737,8
2,0.003,0.0,0.003157894736842105,8
3,0.003,0.0,0.003157894736842105,8
4,0.005,0.0,0.005263157894736842,8
5,0.004,0.0,0.004210526315789474,8
6,0.005,0.0,0.005263157894736842,8
7,0.01,0.0,0.010526315789473684,8
8,0.013,0.0,0.01368421052631579,8
9,0.015,0.02,0.014736842105263158,8
10,0.023,0.02,0.023157894736842106,8
11,0.026,0.0,0.02736842105263158,8
12,0.026,0.02,0.02631578947368421,8
13,0.037,0.0,0.03894736842105263,8
14,0.046,0.0,0.04842105263157895,8
15,0.062,0.0,0.06526315789473684,8
16,0.078,0.04,0.08,8
17,0.088,0.06,0.08947368421052632,8
18,0.102,0.02,0.10631578947368421,8
19,0.119,0.06,0.12210526315789473,8
20,0.136,0.14,0.13578947368421052,8
21,0.183,0.18,0.1831578947368421,8
22,0.2,0.22,0.19894736842105262,8
23,0.216,0.24,0.21473684210526317,8
24,0.241,0.26,0.24,8
25,0.263,0.18,0.2673684210526316,8
26,0.277,0.24,0.2789473684210526,8
27,0.341,0.22,0.3473684210526316,8
28,0.393,0.32,0.3968421052631579,8
29,0.435,0.56,0.4284210526315789,8
30,0.474,0.54,0.4705263157894737,8
31,0.529,0.58,0.5263157894736842,8
32,0.562,0.64,0.5578947368421052,8
33,0.626,0.78,0.6178947368421053,8
34,0.678,0.74,0.6747368421052632,8
35,0.709,0.78,0.7052631578947368,8
36,0.747,0.76,0.7463157894736843,8
37,0.774,0.74,0.7757894736842105,8
38,0.787,0.76,0.7884210526315789,8
39,0.789,0.76,0.7905263157894736,8
40,0.843,0.9,0.84,8
41,0.884,0.86,0.8852631578947369,8
42,0.898,0.94,0.8957894736842106,8
43,0.899,0.96,0.8957894736842106,8
44,0.92,0.9,0.9210526315789473,8
45,0.929,0.94,0.9284210526315789,8
46,0.948,0.96,0.9473684210526315,8
47,0.961,0.98,0.96,8
48,0.965,1.0,0.9631578947368421,8
49,0.969,0.98,0.968421052631579,8
50,0.977,1.0,0.9757894736842105,8
51,0.984,1.0,0.9831578947368421,8
52,0.98,1.0,0.9789473684210527,8
53,0.985,0.96,0.9863157894736843,8
54,0.988,0.98,0.988421052631579,8
55,0.986,1.0,0.9852631578947368,8
56,0.993,1.0,0.9926315789473684,8
57,0.995,1.0,0.9947368421052631,8
58,0.995,1.0,0.9947368421052631,8
59,0.997,1.0,0.9968421052631579,8
60,0.995,1.0,0.9947368421052631,8
61,0.99,0.96,0.991578947368421,8
62,0.99,1.0,0.9894736842105263,8
63,0.993,0.98,0.9936842105263158,8
64,0.994,0.94,0.9968421052631579,8
65,0.992,0.9,0.9968421052631579,8
66,0.996,0.94,0.9989473684210526,8
67,0.998,0.98,0.9989473684210526,8
68,0.997,1.0,0.9968421052631579,8
69,1.0,1.0,1.0,8
0,0.002,0.02,0.0010526315789473684,9
1,0.001,0.0,0.0010526315789473684,9
2,0.0,0.0,0.0,9
0,0.002,0.02,0.0010526315789473684,10
1,0.0,0.0,0.0,10
