step,frac_a,frac_a_min,frac_a_max,ensemble
0,0.001,0.0,0.0010526315789473684,1
1,0.001,0.0,0.0010526315789473684,1
2,0.001,0.0,0.0010526315789473684,1
3,0.001,0.0,0.0010526315789473684,1
4,0.001,0.0,0.0010526315789473684,1
5,0.004,0.0,0.004210526315789474,1
6,0.002,0.0,0.002105263157894737,1
7,0.002,0.0,0.002105263157894737,1
8,0.002,0.0,0.002105263157894737,1
9,0.003,0.0,0.003157894736842105,1
10,0.0,0.0,0.0,1
0,0.001,0.0,0.0010526315789473684,2
1,0.0,0.0,0.0,2
0,0.001,0.0,0.0010526315789473684,3
1,0.0,0.0,0.0,3
0,0.001,0.0,0.0010526315789473684,4
1,0.0,0.0,0.0,4
0,0.001,0.0,0.0010526315789473684,5
1,0.0,0.0,0.0,5
0,0.001,0.0,0.0010526315789473684,6
1,0.0,0.0,0.0,6
0,0.001,0.0,0.0010526315789473684,7
1,0.001,0.0,0.0010526315789473684,7
2,0.002,0.0,0.002105263157894737,7
3,0.005,0.0,0.005263157894736842,7
4,0.003,0.0,0.003157894736842105,7
5,0.004,0.0,0.004210526315789474,7
6,0.003,0.0,0.003157894736842105,7
7,0.0,0.0,0.0,7
0,0.001,0.0,0.0010526315789473684,8
1,0.001,0.0,0.0010526315789473684,8
2,0.001,0.0,0.0010526315789473684,8
3,0.002,0.0,0.002105263157894737,8
4,0.004,0.0,0.004210526315789474,8
5,0.004,0.0,0.004210526315789474,8
6,0.009,0.0,0.009473684210526316,8
7,0.007,0.0,0.007368421052631579,8
8,0.013,0.0,0.01368421052631579,8
9,0.025,0.0,0.02631578947368421,8
10,0.03,0.02,0.030526315789473683,8
11,0.035,0.08,0.03263157894736842,8
12,0.046,0.16,0.04,8
13,0.057,0.14,0.05263157894736842,8
14,0.055,0.06,0.05473684210526316,8
15,0.065,0.12,0.06210526315789474,8
16,0.064,0.12,0.061052631578947365,8
17,0.077,0.18,0.07157894736842105,8
18,0.1,0.14,0.09789473684210526,8
19,0.117,0.06,0.12,8
20,0.13,0.12,0.13052631578947368,8
21,0.162,0.1,0.16526315789473683,8
22,0.207,0.2,0.2073684210526316,8
23,0.243,0.3,0.24,8
24,0.291,0.34,0.28842105263157897,8
25,0.33,0.38,0.3273684210526316,8
26,0.361,0.32,0.3631578947368421,8
27,0.401,0.48,0.3968421052631579,8
28,0.41,0.56,0.40210526315789474,8
29,0.49,0.58,0.48526315789473684,8
30,0.511,0.54,0.5094736842105263,8
31,0.552,0.66,0.5463157894736842,8
32,0.588,0.64,0.5852631578947368,8
33,0.64,0.7,0.6368421052631579,8
34,0.666,0.64,0.6673684210526316,8
35,0.692,0.8,0.6863157894736842,8
36,0.724,0.84,0.7178947368421053,8
37,0.769,0.82,0.7663157894736842,8
38,0.796,0.82,0.7947368421052632,8
39,0.82,0.78,0.8221052631578948,8
40,0.844,0.78,0.8473684210526315,8
41,0.876,0.92,0.8736842105263158,8
42,0.883,0.78,0.888421052631579,8
43,0.89,0.82,0.8936842105263157,8
44,0.908,0.88,0.9094736842105263,8
45,0.921,0.94,0.92,8
46,0.936,0.96,0.9347368421052632,8
47,0.95,0.98,0.9484210526315789,8
48,0.967,0.96,0.9673684210526315,8
49,0.969,0.96,0.9694736842105263,8
50,0.981,1.0,0.98,8
51,0.982,1.0,0.9810526315789474,8
52,0.985,1.0,0.9842105263157894,8
53,0.985,0.98,0.9852631578947368,8
54,0.984,1.0,0.9831578947368421,8
55,0.99,1.0,0.9894736842105263,8
56,0.986,1.0,0.9852631578947368,8
57,0.987,1.0,0.9863157894736843,8
58,0.985,0.98,0.9852631578947368,8
59,0.987,1.0,0.9863157894736843,8
60,0.989,1.0,0.988421052631579,8
61,0.991,0.96,0.9926315789473684,8
62,0.989,0.96,0.9905263157894737,8
63,0.99,0.98,0.9905263157894737,8
64,0.991,0.98,0.991578947368421,8
65,0.996,1.0,0.9957894736842106,8
66,0.994,1.0,0.9936842105263158,8
67,0.996,1.0,0.9957894736842106,8
68,0.996,1.0,0.9957894736842106,8
69,0.997,1.0,0.9968421052631579,8
70,0.995,1.0,0.9947368421052631,8
71,0.998,1.0,0.9978947368421053,8
72,0.999,1.0,0.9989473684210526,8
73,1.0,1.0,1.0,8
0,0.001,0.0,0.0010526315789473684,9
1,0.003,0.0,0.003157894736842105,9
2,0.005,0.0,0.005263157894736842,9
3,0.004,0.0,0.004210526315789474,9
4,0.004,0.0,0.004210526315789474,9
5,0.003,0.02,0.002105263157894737,9
6,0.004,0.04,0.002105263157894737,9
7,0.003,0.0,0.003157894736842105,9
8,0.002,0.0,0.002105263157894737,9
9,0.001,0.0,0.0010526315789473684,9
10,0.0,0.0,0.0,9
0,0.001,0.0,0.0010526315789473684,10
1,0.001,0.0,0.0010526315789473684,10
2,0.002,0.0,0.002105263157894737,10
3,0.002,0.0,0.002105263157894737,10
4,0.005,0.0,0.005263157894736842,10
5,0.003,0.0,0.003157894736842105,10
6,0.004,0.0,0.004210526315789474,10
7,0.005,0.0,0.005263157894736842,10
8,0.007,0.0,0.007368421052631579,10
9,0.006,0.0,0.00631578947368421,10
10,0.011,0.0,0.011578947368421053,10
11,0.007,0.0,0.007368421052631579,10
12,0.005,0.0,0.005263157894736842,10
13,0.006,0.0,0.00631578947368421,10
14,0.012,0.02,0.011578947368421053,10
15,0.004,0.02,0.003157894736842105,10
16,0.005,0.04,0.003157894736842105,10
17,0.003,0.04,0.0010526315789473684,10
18,0.006,0.06,0.003157894736842105,10
19,0.007,0.06,0.004210526315789474,10
20,0.01,0.04,0.008421052631578947,10
21,0.013,0.1,0.008421052631578947,10
22,0.013,0.06,0.010526315789473684,10
23,0.024,0.06,0.022105263157894735,10
24,0.026,0.02,0.02631578947368421,10
25,0.025,0.02,0.02526315789473684,10
26,0.031,0.04,0.030526315789473683,10
27,0.045,0.08,0.0431578947368421,10
28,0.051,0.04,0.05157894736842105,10
29,0.06,0.08,0.05894736842105263,10
30,0.076,0.1,0.07473684210526316,10
31,0.089,0.06,0.09052631578947369,10
32,0.104,0.06,0.10631578947368421,10
33,0.121,0.06,0.12421052631578948,10
34,0.122,0.1,0.1231578947368421,10
35,0.15,0.1,0.15263157894736842,10
36,0.198,0.14,0.20105263157894737,10
37,0.231,0.12,0.23684210526315788,10
38,0.233,0.2,0.23473684210526316,10
39,0.277,0.32,0.27473684210526317,10
40,0.302,0.22,0.3063157894736842,10
41,0.345,0.32,0.3463157894736842,10
42,0.377,0.36,0.3778947368421053,10
43,0.443,0.44,0.4431578947368421,10
44,0.49,0.52,0.4884210526315789,10
45,0.537,0.56,0.5357894736842105,10
46,0.612,0.58,0.6136842105263158,10
47,0.666,0.66,0.6663157894736842,10
48,0.722,0.7,0.7231578947368421,10
49,0.771,0.8,0.7694736842105263,10
50,0.785,0.84,0.7821052631578947,10
51,0.822,0.8,0.8231578947368421,10
52,0.86,0.78,0.8642105263157894,10
53,0.876,0.82,0.8789473684210526,10
54,0.899,0.98,0.8947368421052632,10
55,0.901,0.94,0.8989473684210526,10
56,0.917,0.82,0.9221052631578948,10
57,0.948,0.88,0.9515789473684211,10
58,0.959,0.88,0.9631578947368421,10
59,0.965,0.92,0.9673684210526315,10
60,0.978,0.98,0.9778947368421053,10
61,0.981,0.98,0.9810526315789474,10
62,0.988,1.0,0.9873684210526316,10
63,0.979,1.0,0.9778947368421053,10
64,0.985,1.0,0.9842105263157894,10
65,0.983,0.98,0.9831578947368421,10
66,0.991,1.0,0.9905263157894737,10
67,0.99,1.0,0.9894736842105263,10
68,0.986,1.0,0.9852631578947368,10
69,0.989,1.0,0.988421052631579,10
70,0.987,1.0,0.9863157894736843,10
71,0.988,1.0,0.9873684210526316,10
72,0.984,1.0,0.9831578947368421,10
73,0.982,0.98,0.9821052631578947,10
74,0.987,0.98,0.9873684210526316,10
75,0.987,0.98,0.9873684210526316,10
76,0.991,0.98,0.991578947368421,10
77,0.995,1.0,0.9947368421052631,10
78,0.997,1.0,0.9968421052631579,10
79,0.997,1.0,0.9968421052631579,10
80,0.997,1.0,0.9968421052631579,10
81,0.996,1.0,0.9957894736842106,10
82,0.993,1.0,0.9926315789473684,10
83,0.994,0.98,0.9947368421052631,10
84,0.995,1.0,0.9947368421052631,10
85,0.999,1.0,0.9989473684210526,10
86,0.999,1.0,0.9989473684210526,10
87,1.0,1.0,1.0,10
