step,frac_a,frac_a_min,frac_a_max,ensemble
0,0.002,0.02,0.0010526315789473684,1
1,0.011,0.0,0.011578947368421053,1
2,0.006,0.0,0.00631578947368421,1
3,0.006,0.0,0.00631578947368421,1
4,0.003,0.0,0.003157894736842105,1
5,0.003,0.0,0.003157894736842105,1
6,0.003,0.0,0.003157894736842105,1
7,0.001,0.0,0.0010526315789473684,1
8,0.003,0.0,0.003157894736842105,1
9,0.001,0.0,0.0010526315789473684,1
10,0.001,0.0,0.0010526315789473684,1
11,0.0,0.0,0.0,1
0,0.002,0.02,0.0010526315789473684,2
1,0.013,0.0,0.01368421052631579,2
2,0.011,0.0,0.011578947368421053,2
3,0.005,0.0,0.005263157894736842,2
4,0.006,0.0,0.00631578947368421,2
5,0.005,0.0,0.005263157894736842,2
6,0.001,0.0,0.0010526315789473684,2
7,0.001,0.0,0.0010526315789473684,2
8,0.0,0.0,0.0,2
0,0.002,0.02,0.0010526315789473684,3
1,0.01,0.0,0.010526315789473684,3
2,0.006,0.0,0.00631578947368421,3
3,0.005,0.0,0.005263157894736842,3
4,0.0,0.0,0.0,3
0,0.002,0.02,0.0010526315789473684,4
1,0.011,0.0,0.011578947368421053,4
2,0.006,0.0,0.00631578947368421,4
3,0.005,0.0,0.005263157894736842,4
4,0.0,0.0,0.0,4
0,0.002,0.02,0.0010526315789473684,5
1,0.014,0.0,0.014736842105263158,5
2,0.014,0.02,0.01368421052631579,5
3,0.021,0.02,0.021052631578947368,5
4,0.025,0.06,0.023157894736842106,5
5,0.049,0.02,0.05052631578947368,5
6,0.045,0.0,0.04736842105263158,5
7,0.024,0.04,0.023157894736842106,5
8,0.035,0.06,0.03368421052631579,5
9,0.064,0.06,0.06421052631578947,5
10,0.068,0.02,0.07052631578947369,5
11,0.052,0.04,0.05263157894736842,5
12,0.056,0.04,0.056842105263157895,5
13,0.069,0.06,0.06947368421052631,5
14,0.094,0.06,0.09578947368421052,5
15,0.082,0.04,0.08421052631578947,5
16,0.063,0.12,0.06,5
17,0.109,0.16,0.10631578947368421,5
18,0.14,0.24,0.13473684210526315,5
19,0.223,0.22,0.2231578947368421,5
20,0.27,0.34,0.26631578947368423,5
21,0.346,0.26,0.3505263157894737,5
22,0.359,0.44,0.3547368421052632,5
23,0.463,0.5,0.4610526315789474,5
24,0.536,0.54,0.5357894736842105,5
25,0.567,0.6,0.5652631578947368,5
26,0.631,0.6,0.6326315789473684,5
27,0.66,0.64,0.6610526315789473,5
28,0.68,0.66,0.6810526315789474,5
29,0.738,0.7,0.74,5
30,0.733,0.8,0.7294736842105263,5
31,0.76,0.74,0.7610526315789473,5
32,0.797,0.82,0.7957894736842105,5
33,0.842,0.92,0.8378947368421052,5
34,0.91,0.94,0.9084210526315789,5
35,0.934,0.94,0.9336842105263158,5
36,0.944,0.92,0.9452631578947368,5
37,0.939,0.98,0.9368421052631579,5
38,0.967,0.96,0.9673684210526315,5
39,0.977,0.98,0.9768421052631578,5
40,0.975,0.98,0.9747368421052631,5
41,0.974,0.94,0.9757894736842105,5
42,0.97,0.94,0.9715789473684211,5
43,0.97,0.98,0.9694736842105263,5
