step,frac_a,frac_a_min,frac_a_max,ensemble
0,0.002,0.02,0.0010526315789473684,3
1,0.004,0.04,0.002105263157894737,3
2,0.018,0.08,0.014736842105263158,3
3,0.022,0.04,0.021052631578947368,3
4,0.03,0.02,0.030526315789473683,3
5,0.038,0.0,0.04,3
6,0.04,0.0,0.042105263157894736,3
7,0.036,0.04,0.035789473684210524,3
8,0.039,0.08,0.03684210526315789,3
9,0.053,0.04,0.05368421052631579,3
10,0.07,0.1,0.06842105263157895,3
11,0.079,0.14,0.07578947368421053,3
12,0.108,0.06,0.11052631578947368,3
13,0.13,0.18,0.12736842105263158,3
14,0.181,0.16,0.18210526315789474,3
15,0.22,0.24,0.21894736842105264,3
16,0.26,0.32,0.25684210526315787,3
17,0.295,0.3,0.29473684210526313,3
18,0.336,0.24,0.3410526315789474,3
19,0.364,0.26,0.36947368421052634,3
20,0.403,0.24,0.41157894736842104,3
21,0.459,0.26,0.4694736842105263,3
22,0.507,0.46,0.5094736842105263,3
23,0.565,0.7,0.5578947368421052,3
24,0.634,0.72,0.6294736842105263,3
25,0.676,0.64,0.6778947368421052,3
26,0.73,0.78,0.7273684210526316,3
27,0.792,0.88,0.7873684210526316,3
28,0.858,0.9,0.8557894736842105,3
29,0.885,0.88,0.8852631578947369,3
30,0.913,0.92,0.9126315789473685,3
31,0.942,0.94,0.9421052631578948,3
32,0.952,1.0,0.9494736842105264,3
33,0.969,0.98,0.968421052631579,3
34,0.982,0.98,0.9821052631578947,3
35,0.992,1.0,0.991578947368421,3
36,0.992,1.0,0.991578947368421,3
37,0.992,0.98,0.9926315789473684,3
38,0.993,1.0,0.9926315789473684,3
39,0.998,1.0,0.9978947368421053,3
40,0.998,1.0,0.9978947368421053,3
41,1.0,1.0,1.0,3
0,0.002,0.02,0.0010526315789473684,4
1,0.002,0.0,0.002105263157894737,4
2,0.001,0.0,0.0010526315789473684,4
3,0.001,0.02,0.0,4
4,0.002,0.0,0.002105263157894737,4
5,0.003,0.0,0.003157894736842105,4
6,0.004,0.0,0.004210526315789474,4
7,0.003,0.0,0.003157894736842105,4
8,0.004,0.0,0.004210526315789474,4
9,0.007,0.02,0.00631578947368421,4
10,0.011,0.02,0.010526315789473684,4
11,0.005,0.0,0.005263157894736842,4
12,0.005,0.0,0.005263157894736842,4
13,0.003,0.0,0.003157894736842105,4
14,0.004,0.0,0.004210526315789474,4
15,0.003,0.0,0.003157894736842105,4
16,0.006,0.0,0.00631578947368421,4
17,0.01,0.0,0.010526315789473684,4
18,0.013,0.02,0.01263157894736842,4
19,0.014,0.02,0.01368421052631579,4
20,0.019,0.04,0.017894736842105262,4
21,0.021,0.04,0.02,4
22,0.037,0.0,0.03894736842105263,4
23,0.031,0.02,0.031578947368421054,4
24,0.037,0.02,0.037894736842105266,4
25,0.045,0.06,0.04421052631578947,4
26,0.06,0.06,0.06,4
27,0.055,0.06,0.05473684210526316,4
28,0.075,0.12,0.07263157894736842,4
29,0.082,0.1,0.08105263157894736,4
30,0.107,0.02,0.11157894736842106,4
31,0.124,0.04,0.12842105263157894,4
32,0.137,0.1,0.13894736842105262,4
33,0.135,0.1,0.1368421052631579,4
34,0.164,0.14,0.16526315789473683,4
35,0.182,0.14,0.18421052631578946,4
36,0.211,0.18,0.21263157894736842,4
37,0.245,0.08,0.2536842105263158,4
38,0.277,0.24,0.2789473684210526,4
39,0.312,0.26,0.31473684210526315,4
40,0.33,0.38,0.3273684210526316,4
41,0.377,0.38,0.37684210526315787,4
42,0.441,0.48,0.43894736842105264,4
43,0.508,0.64,0.5010526315789474,4
44,0.576,0.66,0.5715789473684211,4
45,0.635,0.66,0.6336842105263157,4
46,0.669,0.64,0.6705263157894736,4
47,0.698,0.7,0.6978947368421052,4
48,0.715,0.66,0.7178947368421053,4
49,0.717,0.68,0.7189473684210527,4
50,0.761,0.7,0.7642105263157895,4
51,0.781,0.76,0.7821052631578947,4
52,0.827,0.86,0.8252631578947368,4
53,0.861,0.94,0.8568421052631578,4
54,0.901,0.9,0.9010526315789473,4
55,0.91,0.9,0.9105263157894737,4
56,0.926,0.92,0.9263157894736842,4
57,0.936,0.88,0.9389473684210526,4
58,0.949,0.9,0.9515789473684211,4
59,0.956,0.94,0.9568421052631579,4
60,0.951,0.96,0.9505263157894737,4
61,0.957,0.98,0.9557894736842105,4
62,0.974,0.98,0.9736842105263158,4
63,0.976,1.0,0.9747368421052631,4
64,0.982,1.0,0.9810526315789474,4
65,0.99,1.0,0.9894736842105263,4
66,0.996,1.0,0.9957894736842106,4
67,0.998,1.0,0.9978947368421053,4
68,0.998,1.0,0.9978947368421053,4
69,0.998,1.0,0.9978947368421053,4
70,0.996,1.0,0.9957894736842106,4
71,0.995,1.0,0.9947368421052631,4
72,0.993,1.0,0.9926315789473684,4
73,0.996,1.0,0.9957894736842106,4
74,0.995,1.0,0.9947368421052631,4
75,0.997,1.0,0.9968421052631579,4
76,0.996,1.0,0.9957894736842106,4
77,0.993,1.0,0.9926315789473684,4
78,0.995,1.0,0.9947368421052631,4
79,0.996,1.0,0.9957894736842106,4
80,0.996,0.98,0.9968421052631579,4
81,0.997,0.98,0.9978947368421053,4
82,0.997,1.0,0.9968421052631579,4
83,0.995,1.0,0.9947368421052631,4
84,0.995,0.98,0.9957894736842106,4
85,0.994,1.0,0.9936842105263158,4
86,0.995,1.0,0.9947368421052631,4
87,0.996,1.0,0.9957894736842106,4
88,0.999,1.0,0.9989473684210526,4
89,1.0,1.0,1.0,4
0,0.002,0.02,0.0010526315789473684,5
1,0.01,0.06,0.007368421052631579,5
2,0.015,0.12,0.009473684210526316,5
3,0.036,0.04,0.035789473684210524,5
4,0.052,0.02,0.05368421052631579,5
5,0.064,0.04,0.06526315789473684,5
6,0.082,0.1,0.08105263157894736,5
7,0.087,0.06,0.08842105263157894,5
8,0.091,0.08,0.09157894736842105,5
9,0.107,0.1,0.10736842105263159,5
10,0.127,0.14,0.12631578947368421,5
11,0.148,0.1,0.15052631578947367,5
12,0.158,0.14,0.15894736842105264,5
13,0.194,0.16,0.1957894736842105,5
14,0.233,0.2,0.23473684210526316,5
15,0.248,0.34,0.2431578947368421,5
16,0.293,0.38,0.28842105263157897,5
17,0.337,0.3,0.3389473684210526,5
18,0.384,0.36,0.38526315789473686,5
19,0.422,0.46,0.42,5
20,0.453,0.36,0.45789473684210524,5
21,0.484,0.48,0.4842105263157895,5
22,0.539,0.5,0.5410526315789473,5
23,0.598,0.48,0.6042105263157894,5
24,0.601,0.54,0.6042105263157894,5
25,0.622,0.54,0.6263157894736842,5
26,0.65,0.66,0.6494736842105263,5
27,0.701,0.56,0.708421052631579,5
28,0.707,0.6,0.7126315789473684,5
29,0.72,0.84,0.7136842105263158,5
30,0.757,0.82,0.7536842105263157,5
31,0.783,0.78,0.783157894736842,5
32,0.783,0.74,0.7852631578947369,5
33,0.784,0.8,0.783157894736842,5
34,0.815,0.74,0.8189473684210526,5
35,0.847,0.92,0.8431578947368421,5
36,0.869,0.96,0.8642105263157894,5
37,0.899,0.92,0.8978947368421053,5
38,0.916,0.9,0.9168421052631579,5
39,0.929,0.86,0.9326315789473684,5
40,0.932,0.94,0.9315789473684211,5
41,0.94,0.94,0.94,5
42,0.946,0.92,0.9473684210526315,5
43,0.95,0.94,0.9505263157894737,5
44,0.964,0.94,0.9652631578947368,5
45,0.967,0.96,0.9673684210526315,5
46,0.97,0.96,0.9705263157894737,5
47,0.979,0.96,0.98,5
48,0.983,0.98,0.9831578947368421,5
49,0.984,1.0,0.9831578947368421,5
50,0.987,1.0,0.9863157894736843,5
51,0.99,1.0,0.9894736842105263,5
52,0.988,1.0,0.9873684210526316,5
53,0.991,1.0,0.9905263157894737,5
54,0.985,1.0,0.9842105263157894,5
55,0.987,1.0,0.9863157894736843,5
56,0.992,1.0,0.991578947368421,5
57,0.99,1.0,0.9894736842105263,5
58,0.989,1.0,0.988421052631579,5
59,0.989,1.0,0.988421052631579,5
60,0.988,1.0,0.9873684210526316,5
61,0.991,1.0,0.9905263157894737,5
62,0.995,1.0,0.9947368421052631,5
63,0.997,1.0,0.9968421052631579,5
64,0.995,1.0,0.9947368421052631,5
65,0.997,0.98,0.9978947368421053,5
66,0.998,1.0,0.9978947368421053,5
67,0.998,1.0,0.9978947368421053,5
68,0.999,1.0,0.9989473684210526,5
69,0.999,1.0,0.9989473684210526,5
70,1.0,1.0,1.0,5
0,0.002,0.02,0.0010526315789473684,6
1,0.005,0.02,0.004210526315789474,6
2,0.004,0.0,0.004210526315789474,6
3,0.001,0.0,0.0010526315789473684,6
4,0.0,0.0,0.0,6
0,0.002,0.02,0.0010526315789473684,7
1,0.008,0.0,0.008421052631578947,7
2,0.012,0.0,0.01263157894736842,7
3,0.013,0.0,0.01368421052631579,7
4,0.013,0.02,0.01263157894736842,7
5,0.019,0.0,0.02,7
6,0.021,0.02,0.021052631578947368,7
7,0.026,0.0,0.02736842105263158,7
8,0.02,0.0,0.021052631578947368,7
9,0.021,0.0,0.022105263157894735,7
10,0.02,0.04,0.018947368421052633,7
11,0.021,0.06,0.018947368421052633,7
12,0.022,0.04,0.021052631578947368,7
13,0.024,0.02,0.024210526315789474,7
14,0.031,0.02,0.031578947368421054,7
15,0.039,0.02,0.04,7
16,0.042,0.06,0.04105263157894737,7
17,0.046,0.04,0.04631578947368421,7
18,0.063,0.02,0.06526315789473684,7
19,0.086,0.04,0.08842105263157894,7
20,0.106,0.12,0.10526315789473684,7
21,0.143,0.16,0.14210526315789473,7
22,0.168,0.14,0.1694736842105263,7
23,0.19,0.14,0.19263157894736843,7
24,0.212,0.12,0.2168421052631579,7
25,0.243,0.18,0.2463157894736842,7
26,0.263,0.2,0.26631578947368423,7
27,0.324,0.42,0.31894736842105265,7
28,0.359,0.64,0.34421052631578947,7
29,0.429,0.58,0.42105263157894735,7
30,0.508,0.5,0.508421052631579,7
31,0.561,0.54,0.5621052631578948,7
32,0.64,0.7,0.6368421052631579,7
33,0.675,0.72,0.6726315789473685,7
34,0.73,0.78,0.7273684210526316,7
35,0.772,0.78,0.771578947368421,7
36,0.78,0.76,0.7810526315789473,7
37,0.809,0.72,0.8136842105263158,7
38,0.844,0.86,0.8431578947368421,7
39,0.876,0.88,0.8757894736842106,7
40,0.875,0.88,0.8747368421052631,7
41,0.893,0.88,0.8936842105263157,7
42,0.907,0.96,0.9042105263157895,7
43,0.928,0.96,0.9263157894736842,7
44,0.945,1.0,0.9421052631578948,7
45,0.965,0.96,0.9652631578947368,7
46,0.974,0.96,0.9747368421052631,7
47,0.978,1.0,0.9768421052631578,7
48,0.984,0.96,0.9852631578947368,7
49,0.984,0.92,0.9873684210526316,7
50,0.984,0.88,0.9894736842105263,7
51,0.973,0.96,0.9736842105263158,7
52,0.978,1.0,0.9768421052631578,7
53,0.982,0.98,0.9821052631578947,7
54,0.986,1.0,0.9852631578947368,7
55,0.994,1.0,0.9936842105263158,7
56,0.993,1.0,0.9926315789473684,7
57,0.993,1.0,0.9926315789473684,7
58,0.996,1.0,0.9957894736842106,7
59,0.997,1.0,0.9968421052631579,7
60,0.999,1.0,0.9989473684210526,7
61,1.0,1.0,1.0,7
0,0.002,0.02,0.0010526315789473684,8
1,0.004,0.0,0.004210526315789474,8
2,0.002,0.0,0.002105263157894737,8
3,0.001,0.02,0.0,8
4,0.004,0.02,0.003157894736842105,8
5,0.005,0.0,0.005263157894736842,8
6,0.007,0.0,0.007368421052631579,8
7,0.006,0.0,0.00631578947368421,8
8,0.008,0.0,0.008421052631578947,8
9,0.012,0.0,0.01263157894736842,8
10,0.013,0.02,0.01263157894736842,8
11,0.016,0.02,0.015789473684210527,8
12,0.019,0.02,0.018947368421052633,8
13,0.025,0.04,0.024210526315789474,8
14,0.031,0.02,0.031578947368421054,8
15,0.04,0.06,0.03894736842105263,8
16,0.054,0.08,0.05263157894736842,8
17,0.072,0.02,0.07473684210526316,8
18,0.084,0.06,0.08526315789473685,8
19,0.092,0.08,0.09263157894736843,8
20,0.108,0.04,0.11157894736842106,8
21,0.12,0.1,0.12105263157894737,8
22,0.136,0.1,0.13789473684210526,8
23,0.17,0.14,0.17157894736842105,8
24,0.206,0.26,0.2031578947368421,8
25,0.217,0.22,0.2168421052631579,8
26,0.273,0.3,0.27157894736842103,8
27,0.306,0.34,0.3042105263157895,8
28,0.34,0.44,0.33473684210526317,8
29,0.394,0.32,0.39789473684210525,8
30,0.43,0.34,0.43473684210526314,8
31,0.45,0.46,0.4494736842105263,8
32,0.493,0.58,0.4884210526315789,8
33,0.541,0.58,0.5389473684210526,8
34,0.588,0.64,0.5852631578947368,8
35,0.643,0.56,0.6473684210526316,8
36,0.656,0.64,0.6568421052631579,8
37,0.709,0.68,0.7105263157894737,8
38,0.742,0.76,0.7410526315789474,8
39,0.772,0.8,0.7705263157894737,8
40,0.808,0.78,0.8094736842105263,8
41,0.853,0.9,0.8505263157894737,8
42,0.877,0.96,0.8726315789473684,8
43,0.891,0.96,0.8873684210526316,8
44,0.926,0.92,0.9263157894736842,8
45,0.948,0.94,0.9484210526315789,8
46,0.962,0.92,0.9642105263157895,8
47,0.97,1.0,0.968421052631579,8
48,0.977,1.0,0.9757894736842105,8
49,0.987,1.0,0.9863157894736843,8
50,0.993,1.0,0.9926315789473684,8
51,0.995,1.0,0.9947368421052631,8
52,0.995,1.0,0.9947368421052631,8
53,0.996,1.0,0.9957894736842106,8
54,0.994,1.0,0.9936842105263158,8
55,0.997,1.0,0.9968421052631579,8
56,1.0,1.0,1.0,8
0,0.002,0.02,0.0010526315789473684,9
1,0.005,0.0,0.005263157894736842,9
2,0.003,0.0,0.003157894736842105,9
3,0.001,0.0,0.0010526315789473684,9
4,0.0,0.0,0.0,9
0,0.002,0.02,0.0010526315789473684,10
1,0.007,0.0,0.007368421052631579,10
2,0.005,0.0,0.005263157894736842,10
3,0.003,0.0,0.003157894736842105,10
4,0.002,0.0,0.002105263157894737,10
5,0.003,0.0,0.003157894736842105,10
6,0.002,0.0,0.002105263157894737,10
7,0.003,0.0,0.003157894736842105,10
8,0.006,0.0,0.00631578947368421,10
9,0.006,0.0,0.00631578947368421,10
10,0.006,0.0,0.00631578947368421,10
11,0.007,0.0,0.007368421052631579,10
12,0.003,0.0,0.003157894736842105,10
13,0.001,0.0,0.0010526315789473684,10
14,0.001,0.0,0.0010526315789473684,10
15,0.001,0.0,0.0010526315789473684,10
16,0.002,0.0,0.002105263157894737,10
17,0.002,0.0,0.002105263157894737,10
18,0.002,0.0,0.002105263157894737,10
19,0.003,0.0,0.003157894736842105,10
20,0.001,0.0,0.0010526315789473684,10
21,0.001,0.02,0.0,10
22,0.004,0.06,0.0010526315789473684,10
23,0.01,0.0,0.010526315789473684,10
24,0.012,0.0,0.01263157894736842,10
25,0.011,0.0,0.011578947368421053,10
26,0.019,0.04,0.017894736842105262,10
27,0.024,0.02,0.024210526315789474,10
28,0.024,0.08,0.021052631578947368,10
29,0.027,0.0,0.028421052631578948,10
30,0.026,0.04,0.02526315789473684,10
31,0.035,0.04,0.034736842105263156,10
32,0.049,0.08,0.04736842105263158,10
33,0.058,0.1,0.05578947368421053,10
34,0.065,0.02,0.06736842105263158,10
35,0.068,0.06,0.06842105263157895,10
36,0.083,0.04,0.08526315789473685,10
37,0.089,0.06,0.09052631578947369,10
38,0.086,0.02,0.08947368421052632,10
39,0.1,0.1,0.1,10
40,0.124,0.14,0.1231578947368421,10
41,0.153,0.2,0.15052631578947367,10
42,0.202,0.18,0.2031578947368421,10
43,0.225,0.22,0.22526315789473683,10
44,0.255,0.38,0.24842105263157896,10
45,0.304,0.28,0.30526315789473685,10
46,0.371,0.32,0.3736842105263158,10
47,0.44,0.46,0.43894736842105264,10
48,0.479,0.44,0.48105263157894734,10
49,0.499,0.4,0.5042105263157894,10
50,0.538,0.48,0.5410526315789473,10
51,0.58,0.44,0.5873684210526315,10
52,0.611,0.5,0.6168421052631579,10
53,0.658,0.5,0.6663157894736842,10
54,0.703,0.74,0.7010526315789474,10
55,0.723,0.68,0.7252631578947368,10
56,0.766,0.86,0.7610526315789473,10
57,0.817,0.86,0.8147368421052632,10
58,0.839,0.88,0.8368421052631579,10
59,0.884,0.92,0.8821052631578947,10
60,0.916,0.88,0.9178947368421052,10
61,0.931,0.9,0.9326315789473684,10
62,0.936,0.94,0.9357894736842105,10
63,0.951,0.98,0.9494736842105264,10
64,0.957,0.98,0.9557894736842105,10
65,0.976,0.98,0.9757894736842105,10
66,0.979,1.0,0.9778947368421053,10
67,0.984,1.0,0.9831578947368421,10
68,0.989,1.0,0.988421052631579,10
69,0.993,1.0,0.9926315789473684,10
70,0.993,0.98,0.9936842105263158,10
71,0.991,1.0,0.9905263157894737,10
72,0.995,1.0,0.9947368421052631,10
73,0.998,1.0,0.9978947368421053,10
74,0.998,1.0,0.9978947368421053,10
75,0.998,1.0,0.9978947368421053,10
76,0.999,1.0,0.9989473684210526,10
77,0.999,1.0,0.9989473684210526,10
78,1.0,1.0,1.0,10
